kode_rs,nama_unit,alamat,telp,prov,lat,lng
3315060,RS Umum Daerah Ki Ageng Selo,Jl. Raya Purwodadi-Blora KM. 19 Kel. Kunden,02927631915,Jawa Tengah,"-7.078369148941921,",111.07915718710623
3372234,RS Umum Daerah Kota Surakarta,"  Jln. Lettu Sumarto No. 1 Kelurahan Kadipiro, Kecamatan Banjarsari, Kota Surakarta",0271715700,Jawa Tengah,-7.5642,110.826
3301084,RS Umum Daerah Majenang,Jl. Dr. Soetomo No. 54 Majenang,0280621012,Jawa Tengah,-7.7293,109.021
3308014,RS Umum Daerah Muntilan Kab. Magelang,Jl. Kartini No.13 Muntilan,0293587017,Jawa Tengah,-7.5841,110.291
3309015,RS Umum Daerah Pandan Arang Boyolali,Jl. Kantil No. 14 Boyolali,0276321065,Jawa Tengah,-7.533,110.591
3305120,RS Umum Daerah Prembun,Jl. Slamet Riyadi No. 53 Prembun Kebumen,02876651900,Jawa Tengah,-2.4185588,108.4919086
3302026,RS Umum Daerah Prof Dr. Margono Soekarjo, Jl. Dr Gumbreg No. 1 Purwokerto,0281632708,Jawa Tengah,-7.4316,109.247
3320010,RS Umum Daerah R. A. Kartini,Jl. K.H. Wahid Hasyim Jepara,0291591175,Jawa Tengah,-6.5973,110.675
3328035,RS Umum Daerah Suradadi,Jl. Raya Tegal-Pemalang KM.12 ,02834532151,Jawa Tengah,-2.4185588,108.4919086
3374134,RS Umum Daerah Tugurejo Semarang,"Jl. WALISONGO KM 8,5 NO 137  Semarang",0247609100,Jawa Tengah,-6.9966,110.373
3309096,RS Umum Daerah Waras Wiris, Jl. Raya Karanggede - Gemolong Km. 13 Andong Kab.Boyolali ,02712933002,Jawa Tengah,-7.4315,110.688
3329067,RS Umum Dedy Jaya,"Jl. Ahmad Yani No.57,Brebes",0283672145,Jawa Tengah,-6.8767822999999995,109.03938749999999
3329101,RS Umum Dera As-Syifa,Jl. Merdeka Banjarharjo - Brebes,0283889588,Jawa Tengah,-6.975235655334309,108.85289101806029
3372026,RS Umum Dr. Oen,"Jl. Brigjend Katamso 55,Surakarta",0271643139,Jawa Tengah,-7.5551,110.839
3311224,RS Umum Dr. Oen Solo Baru,Komplek Perumahan Solo Baru Kec.Grogol Sukoharjo,0271620220,Jawa Tengah,-7.60747646990467,110.79753635406496
3301106,RS Umum Duta Mulya,jl. Dr. Wahidin No. 66A Majenang,028062140,Jawa Tengah,-7.295970096260872,108.76798300948485
3318110,RS Umum Fastabiq Sehat PKU Muhammadiyah Pati,"Jl. Raya Pati-Tayu Km. 03 Tambaharjo, Pati",08112991717,Jawa Tengah,-2.4185588,108.4919086
3320043,RS Umum Graha Husada,"Jl. MH.Thamrin No.14,Jepara",0291592067,Jawa Tengah,-6.593576281159305,110.67022814589814
3323046,RS Umum Gunung Sawo Kab. Temanggung,"Jl. Gatot Subroto Km. 2, Manding Temanggung",02934903003,Jawa Tengah,-7.3093,110.156
3375073,RS Umum H. A. Zaky Djunaid,Jl.Pelita II Kel. Buaran Kec. Pekalongan Selatan Pekalongan,02854410660,Jawa Tengah,-6.911686280507572,109.65151807011421
3315057,RS Umum Habibullah,Jl. Raya Tahunan Kec.Gabus Kab.Grobogan,02925160447,Jawa Tengah,-7.169282068368132,111.22139217427443
3371131,RS Umum Harapan,"Jl. Senopati No.11,Magelang",0293364033,Jawa Tengah,-7.486776,110.211853
3374365,RS Umum Hermina Banyumanik Semarang,"Jln. Jenderal Polisi Anton Soedjarwo No.195 A, Banyumanik ",02476488989,Jawa Tengah,-7.072797510368441,110.41167757418498
3374145,RS Umum Hermina Pandanaran,"Jl. Pandanaran No.24,Semarang",082179298080,Jawa Tengah,-6.98540,110.41276
3375075,RS Umum Hermina Pekalongan,Jl. Jendral Sudirman 16A Kota Pekalongan,0285432525,Jawa Tengah,-6.8985481858827855,109.66754763331755
3372236,RS Umum Hermina Solo,JL. Kolonel Sutarto N0. 16 Jebres Surakarta,0271638989,Jawa Tengah,-7.560173789241359,110.8401933213745
3302143,RS Umum Hidayah Purwokerto,Jl. Supriyadi No. 22 Purwokerto,0281627010,Jawa Tengah,-7.426492281785916,109.25814215707783
3313054,RS Umum Indo Sehat Karangayar ,JL. Raya Solo - Sragen KM. 11,02716882218,Jawa Tengah,-7.528553074978516,110.90244202819213
3311229,RS Umum Indriati,Jl. Palem Raya Langenharjo Sukoharjo,02715722999,Jawa Tengah,-7.61118994282137,110.80837662276372
3327043,RS Umum Islam Al-Ikhlas,Jl. Kolonel Soegiono NO. 13 Taman,0284325318,Jawa Tengah,-6.903914791666264,109.41190122222906
3317026,RS Umum Islam Arafah,"Jl. Raya Rembang - Lasem Km.5 Tritunggal, Rembang",0295531666,Jawa Tengah,-6.7041,111.342
3309131,RS Umum Islam Banyubening Boyolali ,"Dukuh Ngargorejo,Desa Ngargorejo Kec.Ngemplak",0276320088,Jawa Tengah,-7.51506597329087,110.716371824411
3301073,RS Umum Islam Fatimah,Jl. Ir.H.Juanda No.20 Cilacap,0282542396,Jawa Tengah,-7.692061213745233,109.02492253985747
3324036,RS Umum Islam Kendal,"Jl. Ar.Rahmah No.17 Ds. Ngasinan, Weleri,Kendal",0294641870,Jawa Tengah,-6.9235,110.067
3372132,RS Umum Islam Kustati,Jl. Kapt. Mulyadi No.249,0271643013,Jawa Tengah,-7.5809,110.831
3371142,RS Umum Islam Magelang,"Jl. Jeruk No.4 A , Sanden, Kota Magelang",02933196145,Jawa Tengah,-7.4532010266973,110.22136361313
3327032,RS Umum Islam Moga,"Jl. Raya Moga-Pulosari km.02 ,Pemalang",0284583410,Jawa Tengah,-6.9014,109.413
3315059,RS Umum Islam Purwodadi ,JL. Dr. SOETOMO NO.9 PURWODADI GROBOGAN,0292422199,Jawa Tengah,-7.098037345977954,110.91581958035658
3302132,RS Umum Islam Purwokerto,Jl. H. Masyuri Rejasari No 39 Purwokerto,0281630019,Jawa Tengah,-7.418866280971604,109.21261962032315
3306109,RS Umum Islam Purworejo,Jl. Magelang km.2 Purworejo,0275325570,Jawa Tengah,-2.4185588,108.4919086
3307050,RS Umum Islam Wonosobo,Jl. Letjen S. Parman Km.3 Wonosobo,0286325250,Jawa Tengah,-7.3690876,109.9251476
3329103,RS Umum Islami Mutiara Bunda,Jl. Raya Pantura Cenderawasih kecamatan Tanjung kabupaten Brebes,0283877222,Jawa Tengah,-6.873840837184761,108.87647165861472
3313055,RS Umum Jafar Medika Karanganyar,"Munggur, RT 9 RW4, Kec. Mojogedang, Kab. Karanganyar, Jawa Tengah",08112644011,Jawa Tengah,-7.524279,110.982520
3313053,RS Umum Jati Husada,"Jl. Raya Solo - Tawangmangu KM 10,3 Jati, Jaten",0271821910,Jawa Tengah,-7.582212,110.911503
3322034,RS Umum Ken Saras,"Jl. Soekarno Hatta Km 29 Bergas, Ungaran-Kab. Semarang",0246922188,Jawa Tengah,-7.202507931047041,110.4227128526245
3319022,RS Umum Kumala Siwimijen Kudus,Jl. Jepara KM. 6 Desa Mijen Kec. Kaliwungu,02914245551,Jawa Tengah,-6.785640,110.790506
3312021,RS Umum Maguan Husada,"Jl. Raya Praci-gribelah Km.6 Suci, Pracimantoro",081329534400,Jawa Tengah,-8.0553,110.808
3302227,RS Umum Medika Lestari Banyumas,Jl. Raya Nasional Pageralang RT 03 RW 03 Kemranjen Banyumas,02825291299,Jawa Tengah,-7.59253064030478,109.27490509059771
3312295,RS Umum Medika Mulya,"Jl. Raya Wonogiri-Ngadirojo KM.5,Wonogiri",02735327368,Jawa Tengah,-7.816815,110.968745
3318075,RS Umum Mitra Bangsa Pati,"Jl. Kol.Sugiyono No.75,Pati",081325960310,Jawa Tengah,-6.7455,111.03
3328042,RS Umum Mitra Keluarga Tegal,"Jl. Sipelem No.4, Kemandungan, Tegal",0283340298,Jawa Tengah,-6.8644,109.121
3324037,RS Umum Muhammadiyah Darul Istiqomah,"Jln. Sekopek No. 15 , Kaliwungu",0294382148,Jawa Tengah,-6.959957,110.244775
3315046,RS Umum Muhammadiyah Gubug,Jl. Letjen R Soeprapto No.12 Gubug,0292533102,Jawa Tengah,-7.0606,110.667
3327047,RS Umum Muhammadiyah Mardhatillah,Jl. Jend. Sudirman Timur Kecamatan Randudongkal ,085226427338,Jawa Tengah,-7.10065838193403,109.33348922934874
3312284,RS Umum Muhammadiyah Selogiri,"Jl. Lama Bulak, RT.02, RW.04 Desa Nambangan Selogiri, Wonogiri",0273322624,Jawa Tengah,- 7.7568233626386,110.88175445242
3329056,RS Umum Muhammadiyah Siti Aminah,Jl. P. Diponegoro Desa Jatisawit Kecamatan Bumiayu Kabupaten Brebes,082320004200,Jawa Tengah,-7.265732408914628,109.01229468059546
3312308,RS Umum Mulia Hati Wonogiri,"Jl.RM.Said No.08, Brumbung, Kaliancar, Selogiri,Wonogiri",02735329700,Jawa Tengah,-2.4185588,108.4919086
3374367,RS Umum Nasional Diponegoro,"Jl.Prof. H. Soedarto, Tembalang, Semarang",02476928020,Jawa Tengah,-7.047326721816523,110.44417052474364
3309132,RS Umum Natalia,Jl. Teratai No. 15 Pulisen Boyolali,0276325302,Jawa Tengah,-2.4185588,108.4919086
3323024,RS Umum Ngesti Waluyo,"Jl. Pahlawan Parakan,Temanggung",0293596008,Jawa Tengah,-7.286822568320271,110.10528457498549
3311213,RS Umum Nirmala Suri,"Jl. Raya Solo Sukoharjo Km.9, Sukoharjo",0271592192,Jawa Tengah,-7.646281987738594,110.83135219573978
3308019,RS Umum Padma Lalita,Jl. Raya Klangon Km. 10 Muntilan,0293585359,Jawa Tengah,"-7,5871920","110,2779367"
3306104,RS Umum Palang Biru Kutoarjo,"Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo",0275641425,Jawa Tengah,-7.718563,109.912781
3374112,RS Umum Panti Wilasa Citarum,Jl. Citarum No 98 Semarang,085101854004,Jawa Tengah,-6.9731,110.434
3316040,RS Umum Permata Blora,"Jl. Reksodiputro No.57,Blora",081229021229,Jawa Tengah,-6.974860954774556,111.41823172883608
3315035,RS Umum Permata Bunda,"Jl. Hayam Wuruk No. 24, Purwodadi, Grobogan",0292422838,Jawa Tengah,-7.093883392996183,110.91826146459584
3374054,RS Umum Permata Medika ," Jl. Moch Ichsan No.93 - 97, Ngaliyah Semarang ",0247624289,Jawa Tengah,-6.9666,110.417
3301036,RS Umum Pertamina Cilacap,"Jl. Dr.Setiabudi Tegal Katilayu, Cilacap",0282509922,Jawa Tengah,-7.7024,109.042
3309063,RS Umum PKU Aisyiyah Boyolali,Jl. Pasar Sapi Baru Singkil - Karanggeneng - Boyolali,0276322898,Jawa Tengah,-7.519906123864032,110.60700221824641
3305066,RS Umum PKU Muhamadiyah Gombong,Jl. Yos Sudarso 461 Gombong Kebumen,082323555033,Jawa Tengah,-7.6088,109.502
3304035,RS Umum PKU Muhammadiyah Banjarnegara,Jl. Raya Banjarnegara Banyumas KM. 18 Danaraja Purwanegara Banjarnegara,0286411598,Jawa Tengah,-7.44737951553266,109.53500895705565
3316051,RS Umum PKU Muhammadiyah Cepu,"Jl. Ronggolawe No.137,Cepu",0296421727,Jawa Tengah,-7.151290211724296,111.58423001563551
3313033,RS Umum PKU Muhammadiyah Karang Anyar,Jl. Raya Papahan Ds. Papahan Kec. Tasikmadu Karanganyar,0271494019,Jawa Tengah,-7.58421,110.92794
3320089,RS Umum PKU Muhammadiyah Mayong,Jl. Pegadaian No. 12 Mayong Jepara,02917520706,Jawa Tengah,-6.750101675031796,110.75686367130277
3305103,RS Umum PKU Muhammadiyah Sruweng,Jl. Raya Sruweng No.5 Sruweng Kebumen,02876601061,Jawa Tengah,-7.6630,109.609
3311225,RS Umum PKU Muhammadiyah Sukoharjo,"Jl. Mayor Sunaryo No. 37, Sukoharjo",0271593979,Jawa Tengah,-7.6777217,110.8397659
3323050,RS Umum PKU Muhammadiyah Temanggung,JL. RAYA KEDU KM 2 KALISAT CAMPURSARI BULU TEMANGGUNG,0293596704,Jawa Tengah,-2.4185588,108.4919086
3316063,RS Umum PKU Muhammdiyah Blora,"Jl. Raya Blora-Cepu Km 3 Jepon, Seso",,Jawa Tengah,-6.971525094733697,111.45022902117921
3327045,RS Umum Prima Medika ,Jl. Slamet Riyadi No. 321 Pemalang,0284324208,Jawa Tengah,-6.8851080599219925,109.39330734152838
3373090,RS Umum Puri Asih,"Jl. Sudirman No.169,Salatiga",0298323209,Jawa Tengah,-7.3385,110.508
3306106,RS Umum Purwa Husada,"Jl. Gajah Mada KM. 4 (Jl. Purworejo-Kutoarjo) Candisari, Banyuurip, Purworejo",0275321998,Jawa Tengah,-7.727984097558778,109.96905862610993
3372201,RS Umum Pusat Surakarta,"Jl. Profesor DR. Soeharso No.28, Jajar, Kec. Laweyan",0271713055,Jawa Tengah,-7.554446,110.787062
3301112,RS Umum Raffa Majenang,Jl. Bhayangkara No. 69 Kecamatan Majenang,0280621137,Jawa Tengah,-7.3007268309368305,108.75692577831705
3302041,RS Umum Santa Elisabeth Purwokerto,Jl. dr. Angka No. 40 Purwokerto,0281625857,Jawa Tengah,-7.5254,109.294
3301107,RS Umum Santa Maria Cilacap,Jl. Achmad Yani No.38,0282521725,Jawa Tengah,-7.767687282957349,108.97530703749999
3327021,RS Umum Santa Maria Pemalang,Jl. Pemuda No. 24 Pemalang,0284321251,Jawa Tengah,-6.894919789508759,109.38719491720201
3318111,RS Umum Sebening Kasih,Jl. Raya Tayu - Pati Km. 3 No. 99A Pakis Tayu Pati,02954150645,Jawa Tengah,-2.4185588,108.4919086
3373091,RS Umum Sejahtera Bhakti,Jl.Damar 136 Kv. Magersari Tegalrejo,0298316153,Jawa Tengah,-2.4185588,108.4919086
3307013,RS Umum Setjonegoro Wonosobo," Jl. Setjonegoro No.1,Wonosobo",0286321091,Jawa Tengah,-7.364147310380202,109.89841249465944
3302224,RS Umum Siaga Medika Banyumas,Jl. Pramuka No. 55 Banyumas,0281796100,Jawa Tengah,-7.5242485023672,109.29369334971
3327044,RS Umum Siaga Medika Pemalang ,Jl. Perintis Kemerdekaan No. 1,0284324777,Jawa Tengah,-6.893592065502413,109.43352845015488
3302180,RS Umum Sinar Kasih,Jl. Martadireja II Purwokerto,0281638370,Jawa Tengah,-7.425436018184747,109.26188791275024
3329045,RS Umum Siti Asiyah,"Jl. Pasar Wage, Bumiayu, Brebes",0289430581,Jawa Tengah,-7.260433933907506,109.00565288690194
3374021,RS Umum St. Elisabeth Semarang,"Jl. Kawi No.1,Semarang",0248310076,Jawa Tengah,-7.0079,110.418
3320032,RS Umum Sultan Hadlirin Jepara,"Jl. Jepara-Bangsri KM.3, Kuwasen, Jepara",0291591507,Jawa Tengah,-6.577100549193495,110.6822970410858
3308021,RS Umum Syubbanul Wathon,Jl Magelang Kopeng Km. 8 Dusun Nuren Desa Purwosari Kec. Tegalrejo,02932911900,Jawa Tengah,-7.464960,110.257574
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,"  Jl. Slamet Riyadi 321,Surakarta",0271714656,Jawa Tengah,-7.565893780813166,110.80530076980585
3371025,RS Umum Tk. II Dr. Soedjono," Jl. Urip Sumoharjo 48, Magelang",0293362813,Jawa Tengah,-7.4683,110.227
3302030,RS Umum Tk. III Wijayakusuma,Jl. Prof.Dr. HR Bunyamin Purwokerto,081390972129,Jawa Tengah,-7.415317104937991,109.24517477989195
3373020,RS Umum Tk. IV 04.07.03 dr. Asmir,Jl. Dr Muwardi No. 50 Salatiga,0298326045,Jawa Tengah,-7.331209585917507,110.5105015536817
3374065,RS Umum Tk.III Bhakti Wira Tamtama Smg,"Jl. Dr. Sutomo No.17, Semarang",0243555944,Jawa Tengah,-6.9871,110.408
3309074,RS Umum Umi Barokah,"Jl.Prof.DR.Soeharso No.6 Tegal Rejo,Boyolali",0276321452,Jawa Tengah,-7.5155,110.595
3311228,RS Umum Universitas Sebelas Maret,Jl. Ahmad Yani 200 Makamhaji Kartasura Sukoharjo,02716775000,Jawa Tengah,-7.5593016713927765,110.77333121505126
3374032,RS Umum William Booth,"Jl. LetJen. S. Parman No. 5, Semarang",0248411800,Jawa Tengah,-6.99707,110.40495
3302213,RS Umum Wiradadi Husada,"Jl. Menteri Supeno No. 25, Sokaraja-Banyumas",02816846225,Jawa Tengah,-2.4185588,108.4919086
3313022,RSAU dr. Siswanto Lanud Adi Soemarmo,"Jl. Tentara Pelajar - Colomadu, Karanganyar",085283575879,Jawa Tengah,-7.531796875116318,110.73840001224988
3301095,RS Bersalin Annisa,Jl. Gatot Subroto 31 A Cilacap,0282533550,Jawa Tengah,-7.716672419888788,109.0149302625656
3372239,RS Gigi dan Mulut Soelastri,Jl. Brigjen Slamet Riyadi No. 366 Surakarta 57141,02717467796,Jawa Tengah,-2.4185588,108.4919086
3326051,RS Ibu dan Anak Aisyiyah Pekajangan Pekalongan,Jl. Raya Pekajangan No. 610,0285785909,Jawa Tengah,-6.941369248340286,109.65214638915404
3319023,RS Ibu dan Anak Harapan Bunda,JL Kudus Jepara km 4 garung lor kaliwungu Kudus,082328594821,Jawa Tengah,-6.798480020387436,110.80885576788802
3373092,RS Ibu dan Anak Hermina Mutiara Bunda,jl. Merak no.8,0298328873,Jawa Tengah,-7.3308565,110.4954005
3328079,RS Ibu dan Anak Pala Raya,Jl. Pala Raya 11A Mejasem Barat Tegal Kec.Kramat,0283356009,Jawa Tengah,-6.88343,109.15180
3306105,RS Ibu dan Anak Permata,jl. Mayjend Sutoyo No. 75 Rt 05 Rw 05,,Jawa Tengah,-7.7126661012891775,110.00756590571746
3314078,RS Ibu dan Anak Restu Ibu,"Bendungan, Desa Pilangsari, Kecamatan Ngrampal",0271894584,Jawa Tengah,-7.409033269005822,111.05203723239902
3303099,RS Ibu dan Anak Ummu Hani,Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah,0281891373,Jawa Tengah,-7.38687748974773,109.36148306403197
3309135,RS Indriati Boyolali,Jl. Raya Boyolali Solo KM. 02 Mojosongo Boyolali,02763280111,Jawa Tengah,-7.538280,110.625780
3374123,RS Jiwa Daerah  Dr. Amino Gondohutomo,"Jl. Brigjen Sudiarto No. 347, Pedurungan, Kota Semarang",0246722565,Jawa Tengah,-7.0098,110.467
3310026,RS Jiwa Daerah Dr. RM. Soedjarwadi,"Jalan Ki Pandanaran Km. 2, Klaten",0272321435,Jawa Tengah,-7.735347846574308,110.58474508857717
3372052,RS Jiwa Daerah Surakarta,"  Jl. K.H. Dewantoro 80, Jebres, Surakarta",0271641442,Jawa Tengah,-7.5571,110.863
3371040,RS Jiwa Prof. Dr. Soerojo, Jl. Jenderal Ahmad Yani 169 Magelang,0293363601,Jawa Tengah,-7.4414,110.226
3310405,RS Khusus Bedah Diponegoro,"Jl. Diponegoro No.21,Klaten",0272325127,Jawa Tengah,-7.701593,110.614390
3302063,RS Khusus Bedah Jatiwinangun," Jl. Jatiwinangun No.54, Purwokerto",0281632632,Jawa Tengah,-7.417053269065115,109.24360055744648
3372242,RS Onkologi Solo,"Jl. Siwalan No.37 RT.002 RW.014 Kerten, Laweyan Surakarta",02717651717,Jawa Tengah,-7.5566848,110.7898602
3372063,RS Orthopedi Prof. Dr. R. Soeharso,"      Jl. Jenderal Ahmad Yani Pabelan, Surakarta 57162",0271718079 ,Jawa Tengah,-7.5575,110.774
3374240,RS Panti Wilasa ,"Jl. Dr. Cipto 50, Bugangan, Semarang Timur",08156696040,Jawa Tengah,-6.9752,110.435
3373042,RS Paru Dr. Ario Wirawan,"      Jl. Hasanudin No.806,Salatiga",0298313514,Jawa Tengah,-7.3699,110.45
3310425,RS PKU Muhammadiyah Pedan,Jl. Pedan-Cawas KM. 01 Sobayan Pedan Klaten,0272897796 ,Jawa Tengah,-7.6946302343328545,110.7059621712242
3303102,RS PKU Muhammadiyah Purbalingga,Jl. Kolonel Sugiri Gandasuli Bobotsari,0281758808,Jawa Tengah,-7.311400684685072,109.36652331557616
3319080,RS Umum  Islam Sunan Kudus,"Jl. Kudus Permai No.1, Kaliwungu, Kudus",0291432008,Jawa Tengah,-6.79808267589,110.8151202037
3309085,RS Umum  Karanggede Sisma Medika,"Jl. Raya Karanggede - Solo KM.1, Boyolali",0298610600,Jawa Tengah,-7.5651,110.62
3376023,RS Umum  Mitra Siaga,Jl. Pala Raya No.54 Tegal,0283353387,Jawa Tengah,-6.8616,109.164
3318113,RS Umum As-Suyuthiyyah ,Jl. Raya Juwana - Tayu Km. 7 Guyangan Trangkil Pati Jawa Tengah ,085226000210,Jawa Tengah,-6.661847500638294,111.09663396087035
3314067,RS Umum Assalam,"Jl. Gatot Subroto KM.1,5 Kulon Palang Gemolong ",081215409299,Jawa Tengah,-7.396027950315173,110.81988866385564
3374331,RS Umum Banyumanik,"Jl. Bina Remaja Srondol No.61,Semarang",0247471519,Jawa Tengah,-7.0638112225214895,110.41664863061908
3322071,RS Umum Bina Kasih,Jl. Naryo Atmajan 27 Ambarawa,0298591280,Jawa Tengah,-7.2719,110.378
3372041,RS Umum Brayat Minulya, Jl. Dr. Setiabudi No. 106 Surakarta,0271716646,Jawa Tengah,-7.5527,110.814
3310395,RS Umum Cakra Husada,"Jl. Merbabu No. 7,Klaten",0272321123,Jawa Tengah,-7.7091,110.595
3324040,RS Umum Charlie Hospital,Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal,02486005000,Jawa Tengah,-7.100030234970202,110.1685681840454
3302191,RS Umum Daerah Ajibarang,"    Jl. Raya Pancasan No.1,Ajibarang Banyumas",02816570004,Jawa Tengah,-7.4033,109.096
3310421,RS Umum Daerah Bagas Waras,  Jalan Ir. Soekarno Km 2 Buntalan Klaten ,0272335966,Jawa Tengah,-7.728623,110.605580
3372240,RS Umum Daerah Bung Karno Kota Surakarta,Jl. Sungai Serang 1 RT 03 Rw 03 Kelurahan Mojo Kecamatan Pasar Kliwon,02712936666,Jawa Tengah,-2.4185588,108.4919086
3319010,RS Umum Daerah dr. Loekmono Hadi,"    Jl. Dr. Lukmonohadi No.19,Kudus",0291444001,Jawa Tengah,-6.8189314,110.8344213
3327010,RS Umum Daerah Dr. M. Ashari Pemalang," Jl. Gatot Subroto No.41,Pemalang",0284321614,Jawa Tengah,-6.910589846727,109.3817285238
3303016,RS Umum Daerah dr. R. Goeteng Taroenadibrata, Jl. Tentara Pelajar Purbalingga No. 22,0281891016,Jawa Tengah,-7.3846,109.362
3315013,RS Umum Daerah Dr. R.Soedjati Soemodiardjo," Jl. D.I Panjaitan 36,Purwodadi - Grobogan 58111",0292424025,Jawa Tengah,-7.084653307074317,110.92006401062012
3312010,RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi," Jl. Jend A Yani No. 40,Giriwono, Wonogiri, Jateng",0273321008,Jawa Tengah,-7.804818999999994,110.91588661813807
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,"Jl. Lingkar Selatan, Muktisari Kebumen",02873873318,Jawa Tengah,-7.6952,109.663
3314012,RS Umum Daerah dr. Soehadi Prijonegoro," Jl. Raya Sukowati No.534, Sragen",02718821000,Jawa Tengah,-7.418637484739154,111.03849851716656
3314089,RS Umum Daerah dr. Soeratno Gemolong,"   Jl. Dr. Soetomo No 792 Gemolong,",02716811839,Jawa Tengah,-2.4185588,108.4919086
3328011,RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,Jl. Dr. Sutomo No.63 Desa Slawi Kulon Kecamatan Slawi,0283491016,Jawa Tengah,-6.9835,109.14
3326038,RS Umum Daerah Kajen Kab. Pekalongan,Jl. Raya Karangsari Karanganyar Kab. Pekalongan,081229355569,Jawa Tengah,-7.031033868980574,109.61737224728002
3313011,RS Umum Daerah Karanganyar,Jl. Laksda Yos Sudarso Karanganyar,081229438694,Jawa Tengah,-7.5965,110.951
3318086,RS Umum Daerah Kayen Pati,Jl. Rumah Sakit No.1 Kayen Pati,02955503662,Jawa Tengah,-6.8944017649074745,110.98557084655761
3320021,RS Umum Daerah Kelet Provinsi Jawa Tengah,Jl. Raya Kelet KM 33 Jepara,0291597002,Jawa Tengah,-6.4959,110.902
3315061,RS Umum Daerah Ki Ageng Getas Pendowo Gubug,Jl. Jenderal Ahmad Yani No. 57 Gubug Kec. Gubug, 02925151911,Jawa Tengah,-7.051819598916855,110.66178484416295
3326011,RS Umum Daerah Kraton Kab. Pekalongan,"  Jl. Veteran 31,Pekalongan",0285421621,Jawa Tengah,-6.881591883549501,109.66754876686481
3374342,RS Umum Daerah KRMT Wongsonegoro,  Jl. Fatmawati Raya No.1,1500219,Jawa Tengah,-7.033819593102745,110.46669025564188
3325039,RS Umum Daerah Limpung,Jl. Dr. Soetomo No. 17A Limpung 51271,02854468362,Jawa Tengah,-7.017043443918155,109.92354302611693
3303097,RS Umum Daerah Panti Nugroho,"Jl. Soekarno Hatta KM 2, Karang Manyar, Kalimanah, Purbalingga",02818901558,Jawa Tengah,-7.403103,109.358960
3306113,RS Umum Daerah R.A.A Tjokronegoro,Jl. Soekarno-Hatta No. 12 desa Borokulon Kec. Banyuurip  ,02752973040,Jawa Tengah,-7.740213887633582,109.99585002014769
3318016,RS Umum Daerah RAA Soewondo, Jl. Dr Soesanto  No. 114,082295005505 ,Jawa Tengah,-6.739049937713796,111.04376174736024
3373016,RS Umum Daerah Salatiga," Jl. Osamaliki No.19,Salatiga",0298324074,Jawa Tengah,-7.3270,110.496
3309107,RS Umum Daerah Simo,"    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",02763294719,Jawa Tengah,-7.449535543601527,110.67918005930548
3321035,RS Umum Daerah Sultan Fatah Karangawen Demak,Jl. Raya Semarang Purwodadi KM. 21 No. 107 Karangawen Demak,02476602154,Jawa Tengah,-2.4185588,108.4919086
3321011,RS Umum Daerah Sunan Kalijaga," Jl. Sultan Fatah No. 669/50,Demak",0291685018,Jawa Tengah,-6.899094057693706,110.63370882478102
3371014,RS Umum Daerah Tidar,"Jl. Tidar No.30 A, Kota Magelang",0293362260,Jawa Tengah,-7.5005,110.224
3322023,RS Umum Daerah Ungaran," Jl. Diponegoro 125,Ungaran",0246921006,Jawa Tengah,-7.1343,110.404
3304021,RS Umum Emmanuel,Jl. Raya Purwareja Klampok - Banjarnegara,085702556378,Jawa Tengah,-7.464639223091196,109.43054133987425
3303075,RS Umum Harapan Ibu,"Jl. May.Jend.Soengkono KM.1,Kec. Kalimanah, Purbalingga dan JL. Soekarno Hatta No.02 Kec. Kalimanah ",0281892222,Jawa Tengah,-7.40055656238444,109.35044282531737
3309129,RS Umum Hidayah Boyolali,"Kragilan, Mojosongo, Boyolali",0276324614,Jawa Tengah,-7.5316695143782955,110.6245008012329
3314056,RS Umum Islam Amal Sehat Sragen,"Jl. Veteran No.35, Sragen, Jawa Tengah",0271891977,Jawa Tengah,-7.4311,111.025
3304032,RS Umum Islam Banjarnegara,Jl Raya Bawang KM 9 Banjarnegara,02865988848,Jawa Tengah,-7.4014,109.616
3310417,RS Umum Islam Cawas Klaten,Jl. Raya Tugu-Cawas Klaten ,02723359222,Jawa Tengah,-7.773396,110.698203
3376082,RS Umum Islam Harapan Anda,"Jl. Ababil No.42,Tegal",0283358244,Jawa Tengah,-6.8771,109.131
3310384,RS Umum Islam Klaten,"Jl. Raya Klaten Solo KM 4,Klaten",0272322252,Jawa Tengah,-7.6865,110.636
3321033,RS Umum Islam NU Demak,"Jl. Jogoloyo No.9, Kec. Wonosalam, Demak",02916904000,Jawa Tengah,-6.9190,110.639
3318064,RS Umum Islam Pati,Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati,0295452316,Jawa Tengah,-6.605335197898079,111.05229142435574
3326016,RS Umum Islam PKU Muhammadiyah Pekajangan,"Jl. Raya Ambokembang No.42-44,Pekalongan",085727593149,Jawa Tengah,-6.95433,109.65037
